family_id,twin_id,eye,subject_id,iris_id,image_idx,filename,relative_path,absolute_path,file_extension,file_size_bytes,sha256,width,height,mode,format,readable,error,filename_pattern_ok,filename_family_id,filename_twin_id,filename_eye,filename_image_idx,folder_filename_consistent,quality_ok,brightness,contrast,focus_score,dark_ratio,bright_ratio,folder_class,flag_low_focus,flag_low_contrast,flag_high_bright_ratio,flag_high_dark_ratio,quality_reject,quality_flag_any,segmentation_ok,pupil_found,iris_found,pupil_x,pupil_y,pupil_r,pupil_score,pupil_daugman_score,pupil_inner_mean,pupil_ring_mean,pupil_method,iris_x,iris_y,iris_r,iris_score,iris_daugman_score,iris_contrast,iris_confidence,iris_pupil_radius_ratio,iris_center_offset,iris_method
0,2,L,F00_T2,F00_T2_L,2,S3002L02.jpg,00/2L/S3002L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/2L/S3002L02.jpg,.jpg,16601,7bdd6a598829e1721c96c28ab05cde2e6313415f04bac393917e59b01aa5de32,640,480,L,JPEG,True,,True,0,2,L,2,True,True,127.87109375,36.54286193847656,15.760980519093406,2.2786458333333334e-05,6.510416666666667e-05,2L,True,False,False,False,False,True,True,True,True,343.0,162.0,41.0,125.55843749488572,7.119263786202595,24.919331182164857,84.76992984693878,daugman_pupil,343.0,174.0,121.0,46.4595556103012,6.565905625872517,28.047965164001724,high,2.951219512195122,12.0,daugman_limbus_lateral
1,1,L,F01_T1,F01_T1_L,7,S3011L07.jpg,01/1L/S3011L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1L/S3011L07.jpg,.jpg,18117,604cc2632d6bf0ac008a1240a19432525e6f84d229323139d889fd12c96c2677,640,480,L,JPEG,True,,True,1,1,L,7,True,True,123.94527435302734,38.76007843017578,35.702563107638895,0.0012955729166666,4.2317708333333335e-05,1L,False,False,False,False,False,False,True,True,True,283.482666015625,224.32118225097656,55.0,131.9602388705572,7.0208865167454135,26.66759914431463,94.68569802731412,daugman_pupil,283.482666015625,230.32118225097656,110.0,50.10868560895942,9.325467202587014,18.28352099826421,high,2.0,6.0,daugman_limbus_lateral
1,1,R,F01_T1,F01_T1_R,1,S3011R01.jpg,01/1R/S3011R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1R/S3011R01.jpg,.jpg,17287,c05d18c5d77a8cc4897fff640aaf1aaf8e3ef4d1631d3a422817e2953917ed0c,640,480,L,JPEG,True,,True,1,1,R,1,True,True,127.02941131591795,37.72498321533203,28.165335876422464,0.0004947916666666,6.510416666666667e-05,1R,False,False,False,False,False,False,True,True,True,339.9557189941406,195.2647247314453,54.0,131.4835824033111,8.976633663842971,27.290896527897736,87.88456362937332,daugman_pupil,339.9557189941406,207.2647247314453,108.0,49.26295705385676,8.709819008167443,21.20460127648373,high,2.0,12.0,daugman_limbus_lateral
1,1,R,F01_T1,F01_T1_R,2,S3011R02.jpg,01/1R/S3011R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/1R/S3011R02.jpg,.jpg,14403,aaf9a6217ba5e3917706a21b20ef6d33e52308e8e66cbb85ae87e14ded57c427,640,480,L,JPEG,True,,True,1,1,R,2,True,True,120.6760025024414,33.96540832519531,12.340301212565103,0.0009212239583333,7.486979166666666e-05,1R,True,False,False,False,False,True,True,True,True,368.0467529296875,203.95323181152344,54.0,112.52546520247247,4.585517288265677,27.84211435481085,81.06641676278355,daugman_pupil,368.0467529296875,203.95323181152344,108.0,48.860004793588075,8.998292168655112,17.458545148709533,high,2.0,0.0,daugman_limbus_lateral
1,2,L,F01_T2,F01_T2_L,2,S3012L02.jpg,01/2L/S3012L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L02.jpg,.jpg,17172,2511e9a05a0d26d47850347ae6c1eac36f56a0f89dc8333115c03472d8bf68d9,640,480,L,JPEG,True,,True,1,2,L,2,True,True,132.15762329101562,35.48655700683594,23.259687011337277,0.0014453125,8.463541666666667e-05,2L,False,False,False,False,False,False,True,True,True,201.8038787841797,183.60775756835935,59.0,108.85619421640538,3.18118689206878,30.05071521456437,85.57190662748938,daugman_pupil,207.8038787841797,189.60775756835935,118.0,49.91291531507811,8.921843188092893,20.429720409518964,high,2.0,8.48528137423857,daugman_limbus_lateral
1,2,L,F01_T2,F01_T2_L,7,S3012L07.jpg,01/2L/S3012L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2L/S3012L07.jpg,.jpg,19673,180e921b0dd2e077ecef7694159b030e6fdf952d6753529ed9c46e3742b87cbb,640,480,L,JPEG,True,,True,1,2,L,7,True,True,133.97088623046875,41.78773880004883,51.19017060511907,0.0008430989583333,5.5338541666666664e-05,2L,False,False,False,False,False,False,True,True,True,278.3056640625,226.3622589111328,47.0,114.16102370426655,8.916858883509725,26.88898736982052,65.61735474006116,daugman_pupil,278.3056640625,226.3622589111328,115.0,54.5539073249218,7.735680276165198,29.77196149873052,high,2.4468085106382977,0.0,daugman_limbus_lateral
1,2,R,F01_T2,F01_T2_R,7,S3012R07.jpg,01/2R/S3012R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/01/2R/S3012R07.jpg,.jpg,18397,cd8441e2de18b18ad942ce0323f8461491e1c5dbd7ea5ff1daddd662d6b0bcbf,640,480,L,JPEG,True,,True,1,2,R,7,True,True,115.7553253173828,40.439170837402344,34.6133126271142,0.0021354166666666,8.463541666666667e-05,2R,False,False,False,False,False,False,True,True,True,239.2440185546875,194.6466064453125,47.0,127.33294185096824,10.122085012122614,25.692665632616883,75.24248216106014,daugman_pupil,239.2440185546875,194.6466064453125,109.0,67.03473736670828,11.05700664628317,29.085516136543973,high,2.3191489361702127,0.0,daugman_limbus_lateral
2,1,L,F02_T1,F02_T1_L,1,S3021L01.jpg,02/1L/S3021L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L01.jpg,.jpg,19656,e8a98fb8a5a5f37149955d483156e806cd27214cb33d98309cac037149469133,640,480,L,JPEG,True,,True,2,1,L,1,True,True,144.79774475097656,39.9259033203125,53.29797620645098,0.0006998697916666,7.8125e-05,1L,False,False,False,False,False,False,True,True,True,185.33319091796875,211.8548583984375,47.0,126.60576128051886,9.431842393500812,25.648570795479724,76.86404179408767,daugman_pupil,185.33319091796875,211.8548583984375,115.0,56.21891568353739,7.539207406890434,32.83558629337382,high,2.4468085106382977,0.0,daugman_limbus_lateral
2,1,L,F02_T1,F02_T1_L,2,S3021L02.jpg,02/1L/S3021L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L02.jpg,.jpg,16668,f868532e755971cd7897d4237db8f1c9ea3aff0129172549e899978450f3cd90,640,480,L,JPEG,True,,True,2,1,L,2,True,True,144.12139892578125,41.2093391418457,26.181441011386443,0.000302734375,5.5338541666666664e-05,1L,False,False,False,False,False,False,True,True,True,292.8017272949219,181.6810302734375,47.0,128.9841825982203,10.200883197061358,31.1805894083758,84.21393985728848,daugman_pupil,286.8017272949219,181.6810302734375,117.0,52.03808458667705,6.959363359940788,31.30238467832322,high,2.4893617021276597,6.0,daugman_limbus_lateral
2,1,L,F02_T1,F02_T1_L,3,S3021L03.jpg,02/1L/S3021L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/02/1L/S3021L03.jpg,.jpg,20601,97fea426d3b9943f6509a038e6f47bc6d4eaa2f2142b9e9aad98f26511b0d065,640,480,L,JPEG,True,,True,2,1,L,3,True,True,146.98858642578125,44.78339767456055,66.55018717341954,0.0002473958333333,6.510416666666667e-05,1L,False,False,False,False,False,False,True,True,True,343.35614013671875,182.1527862548828,46.0,128.67037439283322,10.12789110677794,29.136268343815512,81.41222854188211,daugman_pupil,337.35614013671875,182.1527862548828,115.0,52.00964738577266,7.0429470599311585,30.822323932560025,high,2.5,6.0,daugman_limbus_lateral
