family_id,twin_id,eye,subject_id,iris_id,image_idx,filename,relative_path,absolute_path,file_extension,file_size_bytes,sha256,width,height,mode,format,readable,error,filename_pattern_ok,filename_family_id,filename_twin_id,filename_eye,filename_image_idx,folder_filename_consistent,quality_ok,brightness,contrast,focus_score,dark_ratio,bright_ratio,folder_class,flag_low_focus,flag_low_contrast,flag_high_bright_ratio,flag_high_dark_ratio,quality_reject,quality_flag_any,segmentation_ok,pupil_found,iris_found,pupil_x,pupil_y,pupil_r,pupil_score,pupil_method,pupil_inner_mean,pupil_ring_mean,pupil_circularity,iris_x,iris_y,iris_r,iris_score,iris_method,iris_edge_score,iris_contrast,iris_confidence,iris_pupil_radius_ratio,iris_center_offset
0,1,L,F00_T1,F00_T1_L,1,S3001L01.jpg,00/1L/S3001L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L01.jpg,.jpg,19086,9aeb336e1f2a4ad862d8879643d1e2c71e12919ef33af590b12ad0b19029c82d,640,480,L,JPEG,True,,True,0,1,L,1,True,True,121.86489868164062,34.53291702270508,37.571246219115785,0.0001953125,0.0001171875,1L,False,False,False,False,False,False,True,True,True,309.5,206.0,34.94648742675781,323.2840337624787,threshold_p2,27.32531593966571,60.68755152514427,0.7895099976631248,309.5,206.0,124.0,63.22728966718965,radial_lateral_search,44.36342239379883,15.754997253417969,high,3.5482822203485815,0.0
0,1,L,F00_T1,F00_T1_L,2,S3001L02.jpg,00/1L/S3001L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L02.jpg,.jpg,18770,676b66e0af2523e66e213d86e533915637acd566aa805e0a9b6672c22feecc1c,640,480,L,JPEG,True,,True,0,1,L,2,True,True,124.01398468017578,35.46983337402344,29.547741857899563,0.0001334635416666,9.114583333333334e-05,1L,False,False,False,False,False,False,True,True,True,314.7696838378906,182.32260131835935,33.82569885253906,329.83737695251153,threshold_p3,26.304936653560507,61.067506750675065,0.8620487106328085,314.7696838378906,182.32260131835935,122.0,61.16078541151235,radial_lateral_search,43.82568359375,14.830001831054688,high,3.606725186428552,0.0
0,1,L,F00_T1,F00_T1_L,3,S3001L03.jpg,00/1L/S3001L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L03.jpg,.jpg,19462,569a78f26f2aafeb4face572449af14ba71a4e81790246e19ec4148cbce14e4b,640,480,L,JPEG,True,,True,0,1,L,3,True,True,133.78944396972656,38.46565246582031,41.73447672526041,0.0001106770833333,8.138020833333333e-05,1L,False,False,False,False,False,False,True,True,True,363.8026428222656,194.0,37.40558242797851,340.88393149409364,threshold_p5,29.18929457639135,72.14204152249135,0.8216393276724614,379.8026428222656,202.0,103.0,63.46604861701807,radial_lateral_search,53.091575622558594,10.615005493164062,high,2.7535996852426594,17.88854381999832
0,1,L,F00_T1,F00_T1_L,4,S3001L04.jpg,00/1L/S3001L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L04.jpg,.jpg,19177,eeaad4784be1c0a443ebbb9fc71cbfff5482150bd57e4241864e1906e137d377,640,480,L,JPEG,True,,True,0,1,L,4,True,True,126.0814437866211,37.83555603027344,29.325741930802664,0.0001204427083333,8.138020833333333e-05,1L,False,False,False,False,False,False,True,True,True,337.0,256.0,84.0,328.5812626907977,hough_pupil,50.571448873729835,98.39650257266028,0.75,345.0,256.0,159.0,27.741548429216657,radial_lateral_search,23.384122848510746,6.989997863769531,medium,1.8928571428571428,8.0
0,1,L,F00_T1,F00_T1_L,5,S3001L05.jpg,00/1L/S3001L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L05.jpg,.jpg,20363,896bf9ddc4fa8133d5fff2a26c858de97f80a16cc3452a24c538b0069684da0c,640,480,L,JPEG,True,,True,0,1,L,5,True,True,123.34256744384766,43.35748672485352,39.203034095499255,0.0001432291666666,7.161458333333333e-05,1L,False,False,False,False,False,False,True,True,True,307.0,229.0,58.0,327.5924137656753,hough_pupil,38.0537358490566,78.91717523975589,0.75,291.0,253.0,120.0,49.39323852194379,radial_lateral_search,37.873477935791016,15.325000762939451,high,2.068965517241379,28.844410203711913
0,1,L,F00_T1,F00_T1_L,6,S3001L06.jpg,00/1L/S3001L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L06.jpg,.jpg,20689,06c76d449b9ad02b01207bcdf7a8a1e834764e6c1850e6110620c0550637bd16,640,480,L,JPEG,True,,True,0,1,L,6,True,True,122.5452880859375,41.305564880371094,40.907715266927084,0.0001692708333333,0.0001302083333333,1L,False,False,False,False,False,False,True,True,True,221.0,230.0,75.0,328.86346564494767,hough_pupil,46.73416600230313,94.2269922425952,0.75,237.0,214.0,170.0,38.304407754088345,radial_lateral_search,33.322601318359375,8.979995727539062,high,2.2666666666666666,22.62741699796952
0,1,L,F00_T1,F00_T1_L,7,S3001L07.jpg,00/1L/S3001L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L07.jpg,.jpg,19247,5584b1e2f819854aa113a5c1eea08392db4317e50012e63c08b8f923d29ad5b2,640,480,L,JPEG,True,,True,0,1,L,7,True,True,122.65403747558594,49.656105041503906,28.51754625748529,0.00021484375,0.0001139322916666,1L,False,False,False,False,False,False,True,True,True,315.2855529785156,207.8936004638672,49.07754898071289,334.5518878480281,threshold_p3,25.349173121205776,67.9592854175322,0.4850835483214332,315.2855529785156,215.8936004638672,135.0,54.51759040011703,radial_lateral_search,34.75758743286133,15.544998168945312,high,2.7507486173169324,8.0
0,1,L,F00_T1,F00_T1_L,8,S3001L08.jpg,00/1L/S3001L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L08.jpg,.jpg,20993,ef31b4bf0c7da215cfcf4b7cef8bc52a5ced5778f432b78655fc8edb51032740,640,480,L,JPEG,True,,True,0,1,L,8,True,True,130.7473602294922,44.075225830078125,43.835612996249736,8.138020833333333e-05,0.00017578125,1L,False,False,False,False,False,False,True,True,True,299.2924499511719,231.55661010742188,36.6383056640625,343.44569851451945,threshold_p3,25.250665652339293,65.50739957716702,0.846360163014965,299.2924499511719,231.55661010742188,130.0,66.30941036837645,radial_lateral_search,41.628211975097656,19.909996032714844,high,3.5481990131304952,0.0
0,1,R,F00_T1,F00_T1_R,1,S3001R01.jpg,00/1R/S3001R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1R/S3001R01.jpg,.jpg,18145,1d9f1f9b1f143ffa624071d50dfc55677ee09f1d2db2885ac30b2cf3ef1881bd,640,480,L,JPEG,True,,True,0,1,R,1,True,True,111.52356719970705,35.524139404296875,24.381758136230047,0.0005533854166666,9.114583333333334e-05,1R,False,False,False,False,False,False,True,True,True,339.6620178222656,169.41860961914062,40.66807556152344,327.85807731961455,threshold_p3,26.275154004106778,64.50390156062424,0.5955791345486129,347.6620178222656,185.41860961914065,111.0,63.42120218397985,radial_lateral_search,44.602684020996094,16.69499969482422,high,2.729413636307356,17.88854381999832
0,1,R,F00_T1,F00_T1_R,2,S3001R02.jpg,00/1R/S3001R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1R/S3001R02.jpg,.jpg,18927,562da2fb6f5c896256453be2170ef2687be9d822bc2b511b46f2fe1eabbc259f,640,480,L,JPEG,True,,True,0,1,R,2,True,True,107.5488052368164,33.3544807434082,31.153333996412492,0.0026790364583333,0.0001139322916666,1R,False,False,False,False,False,False,True,True,True,226.0,250.0,63.0,355.26439053740376,hough_pupil,38.14200127469726,94.44155134741442,0.75,250.0,234.0,119.0,49.21128421190297,radial_lateral_search,39.79783248901367,14.334999084472656,high,1.8888888888888888,28.844410203711913
0,1,R,F00_T1,F00_T1_R,3,S3001R03.jpg,00/1R/S3001R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1R/S3001R03.jpg,.jpg,18958,a638718e4fcef21b95baf45aee43261b27f1e943938802b5f41c21326fa15469,640,480,L,JPEG,True,,True,0,1,R,3,True,True,107.7585678100586,35.41874694824219,31.44935417428547,0.002197265625,9.114583333333334e-05,1R,False,False,False,False,False,False,True,True,True,261.0628662109375,257.32635498046875,49.93782043457031,355.96074265283755,threshold_p5,25.6,76.97447566284131,0.6458093752173637,285.0628662109375,273.32635498046875,104.0,49.94209407847212,radial_lateral_search,39.34083557128906,14.630001068115234,high,2.0825898906874243,28.844410203711913
0,1,R,F00_T1,F00_T1_R,4,S3001R04.jpg,00/1R/S3001R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1R/S3001R04.jpg,.jpg,18721,96838f1641f13bccf1bd35060ec6447ede4ea6d8715746c530fd6ac1211e1c7f,640,480,L,JPEG,True,,True,0,1,R,4,True,True,109.07160186767578,37.89810943603515,31.060097601318365,0.0029264322916666,0.0001009114583333,1R,False,False,False,False,False,False,True,True,True,187.0,257.0,49.0,356.7049514997365,hough_pupil,23.375968180866657,73.9567926045016,0.75,211.0,265.0,107.0,53.2396658399291,radial_lateral_search,40.997520446777344,14.8800048828125,high,2.183673469387755,25.298221281347036
0,1,R,F00_T1,F00_T1_R,5,S3001R05.jpg,00/1R/S3001R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1R/S3001R05.jpg,.jpg,19055,22dcb47aa8dc296646407b9eeb640b1700e2bc09eb90e524b82d8411bc83e392,640,480,L,JPEG,True,,True,0,1,R,5,True,True,108.15357971191406,36.2116813659668,40.14078297211329,0.002939453125,0.0001041666666666,1R,False,False,False,False,False,False,True,True,True,171.58367919921875,266.4110107421875,47.57315826416016,333.6483364356608,threshold_p3,24.10946155550631,65.66902011125374,0.629183864249148,171.58367919921875,266.4110107421875,124.0,48.35754147693708,radial_lateral_search,34.21049499511719,10.514999389648438,high,2.60651183407802,0.0
