family_id,twin_id,eye,subject_id,iris_id,image_idx,filename,relative_path,absolute_path,file_extension,file_size_bytes,sha256,width,height,mode,format,readable,error,filename_pattern_ok,filename_family_id,filename_twin_id,filename_eye,filename_image_idx,folder_filename_consistent,quality_ok,brightness,contrast,focus_score,dark_ratio,bright_ratio,folder_class,flag_low_focus,flag_low_contrast,flag_high_bright_ratio,flag_high_dark_ratio,quality_reject,quality_flag_any,segmentation_ok,pupil_found,iris_found,pupil_x,pupil_y,pupil_r,pupil_score,pupil_daugman_score,pupil_inner_mean,pupil_ring_mean,pupil_method,iris_x,iris_y,iris_r,iris_score,iris_daugman_score,iris_contrast,iris_confidence,iris_pupil_radius_ratio,iris_center_offset,iris_method
0,1,L,F00_T1,F00_T1_L,1,S3001L01.jpg,00/1L/S3001L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L01.jpg,.jpg,19086,9aeb336e1f2a4ad862d8879643d1e2c71e12919ef33af590b12ad0b19029c82d,640,480,L,JPEG,True,,True,0,1,L,1,True,True,121.86489868164062,34.53291702270508,37.571246219115785,0.0001953125,0.0001171875,1L,False,False,False,False,False,False,True,True,True,309.0,210.5,33.0,117.21993398743686,10.838070881253136,27.31824611032532,62.7998496993988,daugman_pupil,309.0,216.5,119.0,36.06442877462771,5.548403388793631,20.87867053946799,medium,3.606060606060606,6.0,daugman_limbus_lateral
0,1,L,F00_T1,F00_T1_L,2,S3001L02.jpg,00/1L/S3001L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L02.jpg,.jpg,18770,676b66e0af2523e66e213d86e533915637acd566aa805e0a9b6672c22feecc1c,640,480,L,JPEG,True,,True,0,1,L,2,True,True,124.01398468017578,35.46983337402344,29.547741857899563,0.0001334635416666,9.114583333333334e-05,1L,False,False,False,False,False,False,True,True,True,315.00146484375,181.99009704589844,34.0,114.06639894381485,9.686886699985433,26.304936653560507,61.09490291262136,daugman_pupil,315.00146484375,181.99009704589844,121.0,34.80987453916127,5.409905155709879,18.984876218931603,medium,3.5588235294117645,0.0,daugman_limbus_lateral
0,1,L,F00_T1,F00_T1_L,3,S3001L03.jpg,00/1L/S3001L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L03.jpg,.jpg,19462,569a78f26f2aafeb4face572449af14ba71a4e81790246e19ec4148cbce14e4b,640,480,L,JPEG,True,,True,0,1,L,3,True,True,133.78944396972656,38.46565246582031,41.73447672526041,0.0001106770833333,8.138020833333333e-05,1L,False,False,False,False,False,False,True,True,True,363.7727355957031,198.18182373046875,34.0,116.46828466654004,10.127369791610846,28.581913499344697,66.18398058252427,daugman_pupil,383.7727355957031,218.18182373046875,95.0,35.95088856953148,5.260405267571684,23.489519178822263,medium,2.7941176470588234,28.284271247461906,daugman_limbus_lateral
0,1,L,F00_T1,F00_T1_L,4,S3001L04.jpg,00/1L/S3001L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L04.jpg,.jpg,19177,eeaad4784be1c0a443ebbb9fc71cbfff5482150bd57e4241864e1906e137d377,640,480,L,JPEG,True,,True,0,1,L,4,True,True,126.0814437866211,37.83555603027344,29.325741930802664,0.0001204427083333,8.138020833333333e-05,1L,False,False,False,False,False,False,True,True,True,216.64508056640625,246.2901611328125,49.0,94.72356836585598,3.58007068522668,40.83462424115554,80.56419068736142,daugman_pupil,236.64508056640625,246.2901611328125,99.0,38.21666576249728,7.235734583457933,15.916138877668672,medium,2.020408163265306,20.0,daugman_limbus_lateral
0,1,L,F00_T1,F00_T1_L,5,S3001L05.jpg,00/1L/S3001L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L05.jpg,.jpg,20363,896bf9ddc4fa8133d5fff2a26c858de97f80a16cc3452a24c538b0069684da0c,640,480,L,JPEG,True,,True,0,1,L,5,True,True,123.34256744384766,43.35748672485352,39.203034095499255,0.0001432291666666,7.161458333333333e-05,1L,False,False,False,False,False,False,False,True,True,217.32205200195312,237.64414978027344,76.0,99.4885718807508,1.702951499645749,48.881260166081674,103.19380069524914,daugman_pupil,223.32205200195312,243.64414978027344,150.0,25.464780234797644,6.052827485277369,4.280419546930204,low,1.9736842105263157,8.48528137423857,daugman_limbus_lateral
0,1,L,F00_T1,F00_T1_L,6,S3001L06.jpg,00/1L/S3001L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L06.jpg,.jpg,20689,06c76d449b9ad02b01207bcdf7a8a1e834764e6c1850e6110620c0550637bd16,640,480,L,JPEG,True,,True,0,1,L,6,True,True,122.5452880859375,41.305564880371094,40.907715266927084,0.0001692708333333,0.0001302083333333,1L,False,False,False,False,False,False,True,True,True,281.14031982421875,225.21609497070312,37.0,113.48768731670155,9.06373132288886,23.889046437433535,60.287490134175215,daugman_pupil,281.14031982421875,225.21609497070312,127.0,41.5940461341842,6.4701853810672745,21.84771184347495,medium,3.4324324324324325,0.0,daugman_limbus_lateral
0,1,L,F00_T1,F00_T1_L,7,S3001L07.jpg,00/1L/S3001L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L07.jpg,.jpg,19247,5584b1e2f819854aa113a5c1eea08392db4317e50012e63c08b8f923d29ad5b2,640,480,L,JPEG,True,,True,0,1,L,7,True,True,122.65403747558594,49.656105041503906,28.51754625748529,0.00021484375,0.0001139322916666,1L,False,False,False,False,False,False,True,True,True,214.0,199.5,54.0,102.85738250558065,2.974148018416564,37.9505959578511,88.29133025759323,daugman_pupil,234.0,219.5,108.0,33.0884255099038,6.474262498759124,14.606860080703411,medium,2.0,28.284271247461906,daugman_limbus_lateral
0,1,L,F00_T1,F00_T1_L,8,S3001L08.jpg,00/1L/S3001L08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L08.jpg,.jpg,20993,ef31b4bf0c7da215cfcf4b7cef8bc52a5ced5778f432b78655fc8edb51032740,640,480,L,JPEG,True,,True,0,1,L,8,True,True,130.7473602294922,44.075225830078125,43.835612996249736,8.138020833333333e-05,0.00017578125,1L,False,False,False,False,False,False,True,True,True,299.2927551269531,231.56260681152344,37.0,120.52549014780138,10.07969363224744,25.265508684863523,66.33149171270718,daugman_pupil,299.2927551269531,231.56260681152344,131.0,41.21815219279696,6.303842593704637,22.47982862382436,medium,3.5405405405405403,0.0,daugman_limbus_lateral
0,1,L,F00_T1,F00_T1_L,9,S3001L09.jpg,00/1L/S3001L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1L/S3001L09.jpg,.jpg,20694,4b1e21ae03dec8f793d813bea2c9553959bfeecfebcd9398a6465e9dbd043f68,640,480,L,JPEG,True,,True,0,1,L,9,True,True,129.5518035888672,35.51434326171875,39.41712003681395,0.0001920572916666,0.000126953125,1L,False,False,False,False,False,False,True,True,True,270.0088195800781,220.22792053222656,52.0,111.24323628181136,4.979587371919507,35.24380090497738,87.70058139534883,daugman_pupil,282.0088195800781,240.22792053222656,104.0,46.064049180763845,7.755356373995156,23.676850742886216,high,2.0,23.323807579381203,daugman_limbus_lateral
0,1,R,F00_T1,F00_T1_R,1,S3001R01.jpg,00/1R/S3001R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/00/1R/S3001R01.jpg,.jpg,18145,1d9f1f9b1f143ffa624071d50dfc55677ee09f1d2db2885ac30b2cf3ef1881bd,640,480,L,JPEG,True,,True,0,1,R,1,True,True,111.52356719970705,35.524139404296875,24.381758136230047,0.0005533854166666,9.114583333333334e-05,1R,False,False,False,False,False,False,True,True,True,340.0180969238281,161.16281127929688,49.0,114.22374336072576,4.796073091579693,27.318400669876493,82.46230598669624,daugman_pupil,360.0180969238281,181.16281127929688,99.0,41.63033290015718,7.286952890355352,21.16977195237574,medium,2.020408163265306,28.284271247461906,daugman_limbus_lateral
