probe_relative_path,probe_code_path,probe_family_id,probe_subject_id,probe_iris_id,probe_eye,true_rank,rank1_correct,true_score,rank1_score,best_impostor_score,margin_best_impostor_minus_true,rank1_gallery_iris_id,rank1_gallery_subject_id,rank1_gallery_family_id,rank1_gallery_eye,rank1_relation_to_probe,rank1_is_twin,rank1_is_twin_same_eye,rank1_is_twin_cross_eye,best_impostor_iris_id,best_impostor_subject_id,best_impostor_family_id,best_impostor_eye,best_impostor_relation_to_probe,best_impostor_is_twin,best_impostor_is_twin_same_eye,best_impostor_is_twin_cross_eye,min_twin_rank,best_twin_score,margin_best_twin_minus_true,min_twin_same_eye_rank,best_twin_same_eye_score,min_twin_cross_eye_rank,best_twin_cross_eye_score,true_common_bits,true_best_shift
01/1R/S3011R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/01__1R__S3011R02.jpg.npz,1,F01_T1,F01_T1_R,R,64,False,0.42090278923914837,0.36419366386253804,0.36419366386253804,-0.056709125376610325,F19_T1_R,F19_T1,19,R,unrelated,False,False,False,F19_T1_R,F19_T1,19,R,unrelated,False,False,False,105.0,0.43168781505301584,0.010785025813867477,207.0,0.45194274028629855,105.0,0.43168781505301584,24236,0
01/2L/S3012L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/01__2L__S3012L02.jpg.npz,1,F01_T2,F01_T2_L,L,101,False,0.43674577634754624,0.37785340314136123,0.37785340314136123,-0.05889237320618501,F04_T2_L,F04_T2,4,L,unrelated,False,False,False,F04_T2_L,F04_T2,4,L,unrelated,False,False,False,3.0,0.38750249550808546,-0.04924328083946078,3.0,0.38750249550808546,53.0,0.42334633800319205,19888,-8
02/1L/S3021L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/02__1L__S3021L06.jpg.npz,2,F02_T1,F02_T1_L,L,1,True,0.2572772209254428,0.2572772209254428,0.3848990683229814,0.12762184739753857,F02_T1_L,F02_T1,2,L,genuine_gallery,False,False,False,F72_T2_L,F72_T2,72,L,unrelated,False,False,False,8.0,0.40206901593800265,0.14479179501255984,8.0,0.40206901593800265,228.0,0.4549015219337511,29132,0
02/1L/S3021L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/02__1L__S3021L03.jpg.npz,2,F02_T1,F02_T1_L,L,1,True,0.23942039106145252,0.23942039106145252,0.37747067330869355,0.13805028224724103,F02_T1_L,F02_T1,2,L,genuine_gallery,False,False,False,F56_T2_L,F56_T2,56,L,unrelated,False,False,False,38.0,0.4107196627521831,0.17129927169073056,38.0,0.4107196627521831,167.0,0.44036493101913665,28640,0
02/1L/S3021L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/02__1L__S3021L01.jpg.npz,2,F02_T1,F02_T1_L,L,1,True,0.2963028169014085,0.2963028169014085,0.38544949722347294,0.08914668032206446,F02_T1_L,F02_T1,2,L,genuine_gallery,False,False,False,F47_T1_R,F47_T1,47,R,unrelated,False,False,False,13.0,0.40506093935790727,0.1087581224564988,13.0,0.40506093935790727,25.0,0.4106273062730627,28400,-2
02/1L/S3021L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/02__1L__S3021L05.jpg.npz,2,F02_T1,F02_T1_L,L,1,True,0.27187411797911376,0.27187411797911376,0.3733735322119962,0.10149941423288245,F02_T1_L,F02_T1,2,L,genuine_gallery,False,False,False,F72_T2_L,F72_T2,72,L,unrelated,False,False,False,10.0,0.3958270335651648,0.12395291558605104,10.0,0.3958270335651648,113.0,0.4283677051338306,28344,0
02/1L/S3021L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/02__1L__S3021L04.jpg.npz,2,F02_T1,F02_T1_L,L,1,True,0.31257183908045977,0.31257183908045977,0.37660543001138025,0.06403359093092048,F02_T1_L,F02_T1,2,L,genuine_gallery,False,False,False,F87_T2_R,F87_T2,87,R,unrelated,False,False,False,21.0,0.40543360643066934,0.09286176735020957,37.0,0.4126112759643917,21.0,0.40543360643066934,27840,0
02/1R/S3021R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/02__1R__S3021R01.jpg.npz,2,F02_T1,F02_T1_R,R,1,True,0.22150916784203104,0.22150916784203104,0.3682842980492485,0.14677513020721747,F02_T1_R,F02_T1,2,R,genuine_gallery,False,False,False,F75_T2_R,F75_T2,75,R,unrelated,False,False,False,64.0,0.41838964531854095,0.1968804774765099,64.0,0.41838964531854095,165.0,0.4396105871615455,28360,0
02/1R/S3021R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/02__1R__S3021R06.jpg.npz,2,F02_T1,F02_T1_R,R,1,True,0.2963578551813846,0.2963578551813846,0.37740569668976137,0.0810478415083768,F02_T1_R,F02_T1,2,R,genuine_gallery,False,False,False,F64_T2_R,F64_T2,64,R,unrelated,False,False,False,81.0,0.42731345589371234,0.13095560071232776,137.0,0.4407140517523747,81.0,0.42731345589371234,27676,0
02/1R/S3021R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/02__1R__S3021R08.jpg.npz,2,F02_T1,F02_T1_R,R,1,True,0.27901036345059116,0.27901036345059116,0.3805298353909465,0.10151947194035532,F02_T1_R,F02_T1,2,R,genuine_gallery,False,False,False,F90_T1_R,F90_T1,90,R,unrelated,False,False,False,42.0,0.41007937820406815,0.131069014753477,42.0,0.41007937820406815,118.0,0.43069269330092663,27404,0
