probe_relative_path,probe_code_path,probe_family_id,probe_subject_id,probe_iris_id,probe_eye,true_rank,rank1_correct,true_score,rank1_score,best_impostor_score,margin_best_impostor_minus_true,rank1_gallery_iris_id,rank1_gallery_subject_id,rank1_gallery_family_id,rank1_gallery_eye,rank1_relation_to_probe,rank1_is_twin,rank1_is_twin_same_eye,rank1_is_twin_cross_eye,best_impostor_iris_id,best_impostor_subject_id,best_impostor_family_id,best_impostor_eye,best_impostor_relation_to_probe,best_impostor_is_twin,best_impostor_is_twin_same_eye,best_impostor_is_twin_cross_eye,min_twin_rank,best_twin_score,margin_best_twin_minus_true,min_twin_same_eye_rank,best_twin_same_eye_score,min_twin_cross_eye_rank,best_twin_cross_eye_score,true_common_bits,true_best_shift
76/2L/S3762L03.jpg,data/features/daugman_strict_v3/gabor_codes/76__2L__S3762L03.jpg.npz,76,F76_T2,F76_T2_L,L,1,True,0.1267322306660706,0.1267322306660706,0.401920438957476,0.2751882082914053,F76_T2_L,F76_T2,76,L,genuine_gallery,False,False,False,F12_T1_L,F12_T1,12,L,unrelated,False,False,False,40.0,0.4337923728813559,0.3070601422152853,40.0,0.4337923728813559,83.0,0.4447171575502571,26844,0
60/1R/S3601R06.jpg,data/features/daugman_strict_v3/gabor_codes/60__1R__S3601R06.jpg.npz,60,F60_T1,F60_T1_R,R,1,True,0.1366784669847622,0.1366784669847622,0.4019035532994924,0.2652250863147302,F60_T1_R,F60_T1,60,R,genuine_gallery,False,False,False,F99_T1_R,F99_T1,99,R,unrelated,False,False,False,34.0,0.431662382176521,0.2949839151917588,34.0,0.431662382176521,,,25988,0
77/2L/S3772L02.jpg,data/features/daugman_strict_v3/gabor_codes/77__2L__S3772L02.jpg.npz,77,F77_T2,F77_T2_L,L,1,True,0.146692817530096,0.146692817530096,0.4073099820019382,0.2606171644718422,F77_T2_L,F77_T2,77,L,genuine_gallery,False,False,False,F84_T1_R,F84_T1,84,R,unrelated,False,False,False,12.0,0.4238556965635249,0.2771628790334288,12.0,0.4238556965635249,141.0,0.4566844030595278,29572,0
18/2R/S3182R05.jpg,data/features/daugman_strict_v3/gabor_codes/18__2R__S3182R05.jpg.npz,18,F18_T2,F18_T2_R,R,1,True,0.1467849753302562,0.1467849753302562,0.4047759433962264,0.2579909680659701,F18_T2_R,F18_T2,18,R,genuine_gallery,False,False,False,F99_T2_L,F99_T2,99,L,unrelated,False,False,False,228.0,0.4813108303996686,0.3345258550694124,228.0,0.4813108303996686,,,25132,0
76/2R/S3762R01.jpg,data/features/daugman_strict_v3/gabor_codes/76__2R__S3762R01.jpg.npz,76,F76_T2,F76_T2_R,R,1,True,0.1436978240043793,0.1436978240043793,0.3976546672900109,0.2539568432856315,F76_T2_R,F76_T2,76,R,genuine_gallery,False,False,False,F26_T1_R,F26_T1,26,R,unrelated,False,False,False,8.0,0.4135687732342007,0.2698709492298214,8.0,0.4135687732342007,25.0,0.4204463642908567,29228,0
35/1R/S3351R09.jpg,data/features/daugman_strict_v3/gabor_codes/35__1R__S3351R09.jpg.npz,35,F35_T1,F35_T1_R,R,1,True,0.1389463573222994,0.1389463573222994,0.3841402752445697,0.2451939179222703,F35_T1_R,F35_T1,35,R,genuine_gallery,False,False,False,F54_T2_R,F54_T2,54,R,unrelated,False,False,False,18.0,0.4153629252319447,0.2764165679096453,30.0,0.4219465648854962,18.0,0.4153629252319447,27068,0
76/1R/S3761R02.jpg,data/features/daugman_strict_v3/gabor_codes/76__1R__S3761R02.jpg.npz,76,F76_T1,F76_T1_R,R,1,True,0.1578194754464285,0.1578194754464285,0.4023327049952874,0.2445132295488588,F76_T1_R,F76_T1,76,R,genuine_gallery,False,False,False,F29_T2_R,F29_T2,29,R,unrelated,False,False,False,57.0,0.4265924021708083,0.2687729267243798,57.0,0.4265924021708083,128.0,0.4408697667233122,28672,0
55/2R/S3552R01.jpg,data/features/daugman_strict_v3/gabor_codes/55__2R__S3552R01.jpg.npz,55,F55_T2,F55_T2_R,R,1,True,0.1593097318915716,0.1593097318915716,0.403633659158521,0.2443239272669494,F55_T2_R,F55_T2,55,R,genuine_gallery,False,False,False,F17_T2_L,F17_T2,17,L,unrelated,False,False,False,28.0,0.4344071414709878,0.2750974095794162,28.0,0.4344071414709878,,,27004,0
77/2R/S3772R08.jpg,data/features/daugman_strict_v3/gabor_codes/77__2R__S3772R08.jpg.npz,77,F77_T2,F77_T2_R,R,1,True,0.1508189894503054,0.1508189894503054,0.3851953125,0.2343763230496946,F77_T2_R,F77_T2,77,R,genuine_gallery,False,False,False,F78_T1_L,F78_T1,78,L,unrelated,False,False,False,89.0,0.4381028938906752,0.2872839044403699,141.0,0.4476119649644687,89.0,0.4381028938906752,28816,0
60/1R/S3601R03.jpg,data/features/daugman_strict_v3/gabor_codes/60__1R__S3601R03.jpg.npz,60,F60_T1,F60_T1_R,R,1,True,0.1649198520345252,0.1649198520345252,0.3981234361968307,0.2332035841623054,F60_T1_R,F60_T1,60,R,genuine_gallery,False,False,False,F99_T1_R,F99_T1,99,R,unrelated,False,False,False,58.0,0.4416105644743656,0.2766907124398403,58.0,0.4416105644743656,,,25952,0
