pair_id,sample_id_1,sample_id_2,image_1,image_2,code_path_1,code_path_2,family_id_1,family_id_2,subject_id_1,subject_id_2,iris_id_1,iris_id_2,twin_id_1,twin_id_2,eye_1,eye_2,relation,is_genuine,is_twin,is_unrelated,match_ok,hamming_distance,best_shift,common_bits,error,valid_bit_ratio_1,valid_bit_ratio_2,valid_bit_ratio_mean,valid_bit_ratio_min
6552,796,811,57/1L/S3571L03.jpg,57/2R/S3572R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__1L__S3571L03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__2R__S3572R01.jpg.npz,57,57,F57_T1,F57_T2,F57_T1_L,F57_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.3398148148148148,0,23760,,0.2052001953125,0.194488525390625,0.1998443603515625,0.194488525390625
6606,800,811,57/1L/S3571L09.jpg,57/2R/S3572R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__1L__S3571L09.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__2R__S3572R01.jpg.npz,57,57,F57_T1,F57_T2,F57_T1_L,F57_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.3404640447589271,0,24308,,0.203521728515625,0.194488525390625,0.199005126953125,0.194488525390625
6568,797,812,57/1L/S3571L04.jpg,57/2R/S3572R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__1L__S3571L04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__2R__S3572R09.jpg.npz,57,57,F57_T1,F57_T2,F57_T1_L,F57_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.3485223708106323,0,24228,,0.2099609375,0.190155029296875,0.2000579833984375,0.190155029296875
6567,797,811,57/1L/S3571L04.jpg,57/2R/S3572R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__1L__S3571L04.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__2R__S3572R01.jpg.npz,57,57,F57_T1,F57_T2,F57_T1_L,F57_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.3498134328358209,0,24656,,0.2099609375,0.194488525390625,0.2022247314453125,0.194488525390625
2378,289,309,22/1L/S3221L05.jpg,22/2R/S3222R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__1L__S3221L05.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__2R__S3222R06.jpg.npz,22,22,F22_T1,F22_T2,F22_T1_L,F22_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.3564262238367064,8,23124,,0.202239990234375,0.211212158203125,0.20672607421875,0.202239990234375
6149,746,757,54/1L/S3541L01.jpg,54/2R/S3542R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/54__1L__S3541L01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/54__2R__S3542R03.jpg.npz,54,54,F54_T1,F54_T2,F54_T1_L,F54_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.3565781151170145,-16,25296,,0.22344970703125,0.229522705078125,0.2264862060546875,0.22344970703125
5513,669,689,49/1L/S3491L05.jpg,49/2R/S3492R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/49__1L__S3491L05.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/49__2R__S3492R03.jpg.npz,49,49,F49_T1,F49_T2,F49_T1_L,F49_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.3592938733125649,-8,26964,,0.226318359375,0.225738525390625,0.2260284423828125,0.225738525390625
1569,167,174,12/1R/S3121R06.jpg,12/2L/S3122L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/12__1R__S3121R06.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/12__2L__S3122L05.jpg.npz,12,12,F12_T1,F12_T2,F12_T1_R,F12_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.3594441711756025,14,24396,,0.2269287109375,0.22552490234375,0.226226806640625,0.22552490234375
6618,801,812,57/1L/S3571L10.jpg,57/2R/S3572R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__1L__S3571L10.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/57__2R__S3572R09.jpg.npz,57,57,F57_T1,F57_T2,F57_T1_L,F57_T2_R,1,2,L,R,twin_cross_eye,0,1,0,True,0.359603861517976,0,24032,,0.208770751953125,0.190155029296875,0.199462890625,0.190155029296875
11234,1268,1270,90/1R/S3901R02.jpg,90/2L/S3902L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/90__1R__S3901R02.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/90__2L__S3902L03.jpg.npz,90,90,F90_T1,F90_T2,F90_T1_R,F90_T2_L,1,2,R,L,twin_cross_eye,0,1,0,True,0.3603870766349305,-2,25628,,0.21844482421875,0.215240478515625,0.2168426513671875,0.215240478515625
