pair_id,sample_id_1,sample_id_2,image_1,image_2,code_path_1,code_path_2,family_id_1,family_id_2,subject_id_1,subject_id_2,iris_id_1,iris_id_2,twin_id_1,twin_id_2,eye_1,eye_2,relation,is_genuine,is_twin,is_unrelated,match_ok,hamming_distance,best_shift,common_bits,error,valid_bit_ratio_1,valid_bit_ratio_2,valid_bit_ratio_mean,valid_bit_ratio_min
2419,291,305,22/1R/S3221R01.jpg,22/2R/S3222R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__1R__S3221R01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__2R__S3222R02.jpg.npz,22,22,F22_T1,F22_T2,F22_T1_R,F22_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.3274374460742019,16,23180,,0.2191162109375,0.212677001953125,0.2158966064453125,0.212677001953125
6145,746,753,54/1L/S3541L01.jpg,54/2L/S3542L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/54__1L__S3541L01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/54__2L__S3542L01.jpg.npz,54,54,F54_T1,F54_T2,F54_T1_L,F54_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.3462582236842105,12,24320,,0.22344970703125,0.229278564453125,0.2263641357421875,0.22344970703125
5001,606,621,44/1R/S3441R02.jpg,44/2R/S3442R09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/44__1R__S3441R02.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/44__2R__S3442R09.jpg.npz,44,44,F44_T1,F44_T2,F44_T1_R,F44_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.3463957667731629,-12,20032,,0.202972412109375,0.208648681640625,0.205810546875,0.202972412109375
2445,292,310,22/1R/S3221R03.jpg,22/2R/S3222R07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__1R__S3221R03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__2R__S3222R07.jpg.npz,22,22,F22_T1,F22_T2,F22_T1_R,F22_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.3514034322280395,0,27504,,0.214111328125,0.214385986328125,0.2142486572265625,0.214111328125
2505,295,313,22/1R/S3221R07.jpg,22/2R/S3222R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__1R__S3221R07.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__2R__S3222R10.jpg.npz,22,22,F22_T1,F22_T2,F22_T1_R,F22_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.3523337655121318,14,21596,,0.21112060546875,0.207794189453125,0.2094573974609375,0.207794189453125
2427,291,313,22/1R/S3221R01.jpg,22/2R/S3222R10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__1R__S3221R01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__2R__S3222R10.jpg.npz,22,22,F22_T1,F22_T2,F22_T1_R,F22_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.3526103005800668,14,22756,,0.2191162109375,0.207794189453125,0.2134552001953125,0.207794189453125
2442,292,307,22/1R/S3221R03.jpg,22/2R/S3222R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__1R__S3221R03.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__2R__S3222R04.jpg.npz,22,22,F22_T1,F22_T2,F22_T1_R,F22_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.3552788547569341,0,26824,,0.214111328125,0.21484375,0.2144775390625,0.214111328125
2499,295,307,22/1R/S3221R07.jpg,22/2R/S3222R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__1R__S3221R07.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/22__2R__S3222R04.jpg.npz,22,22,F22_T1,F22_T2,F22_T1_R,F22_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.3564199395770392,0,26480,,0.21112060546875,0.21484375,0.212982177734375,0.21112060546875
5862,698,709,50/1R/S3501R02.jpg,50/2R/S3502R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/50__1R__S3501R02.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/50__2R__S3502R06.jpg.npz,50,50,F50_T1,F50_T2,F50_T1_R,F50_T2_R,1,2,R,R,twin_same_eye,0,1,0,True,0.357858306188925,0,24560,,0.204437255859375,0.21282958984375,0.2086334228515625,0.204437255859375
6146,746,754,54/1L/S3541L01.jpg,54/2L/S3542L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/54__1L__S3541L01.jpg.npz,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/features/daugman_strict_v3/gabor_codes/54__2L__S3542L03.jpg.npz,54,54,F54_T1,F54_T2,F54_T1_L,F54_T2_L,1,2,L,L,twin_same_eye,0,1,0,True,0.3597950268817204,12,23808,,0.22344970703125,0.2265625,0.225006103515625,0.22344970703125
